name,type,currency,interval,mrr,arr,discount_count,prompts_count,prompt_limit,baseline_credits_needed,credits_usage,credits_capacity,orgs_count,orgs_count_hf,orgs_purchased,new_plan,plan_credits,plan_price,purchased_credits,extra_credits_granted,extra_credits_granted_10,discount_pct,discount_amount,total_available_credits,unused_credits,unused_purchased_credits,arr_at_risk
HLC,IN_HOUSE,eur,month,89,,0,9.0,25.0,2250,810,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2750,2750,825
AEO Sense,AGENCY,eur,month,189,,0,25.0,25.0,5250,5250,5250.0,1,0,1.0,intro,2250,89,2528,472,519,0.0,0,5250,0,0,0
Gentle Dental of New England,IN_HOUSE,eur,month,199,,0,63.0,100.0,9000,5670,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,9255,9255,1481
Sapphire Ventures,IN_HOUSE,usd,month,89,,0,19.0,25.0,2250,1710,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1850,1850,555
running.COACH,IN_HOUSE,eur,month,89,,0,7.0,25.0,2250,630,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2930,2930,879
Remitly,IN_HOUSE,eur,year,400,4800.0,0,196.0,300.0,27000,17640,27000.0,1,0,1.0,pro,14925,1990,12075,0,0,0.0,0,27000,9360,9360,1248
Profit.co,IN_HOUSE,eur,month,199,,0,25.0,100.0,9000,2250,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,12675,12675,2028
Wolf Factoring,IN_HOUSE,eur,month,89,,0,21.0,25.0,2250,1890,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1670,1670,501
Vsibl,AGENCY,eur,month,400,,0,276.0,310.0,27900,24840,27900.0,26,0,14.0,growth,12935,199,13060,1905,2096,0.0,0,27900,3060,1155,213
Syte,IN_HOUSE,eur,month,89,,0,16.0,25.0,2250,1440,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2120,2120,636
Spaceshelf,IN_HOUSE,eur,month,89,,0,1.0,25.0,2250,90,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3470,3470,1041
Operating,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Sabri,AGENCY,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,0,0,0
Issanka,AGENCY,eur,month,90,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,0,0,0
Ziggy,AGENCY,usd,month,89,,0,21.0,25.0,2250,1890,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,360,360,171
Fitbod,IN_HOUSE,eur,month,199,,0,100.0,100.0,9000,9000,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,5925,5925,948
G-Squared Interactive,AGENCY,usd,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,0,0,0
Betao,IN_HOUSE,eur,month,199,,0,97.0,100.0,9000,8730,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,6195,6195,991
Vera,IN_HOUSE,eur,month,199,,0,66.0,100.0,9000,5940,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,8985,8985,1438
koller.team GmbH,IN_HOUSE,eur,month,89,,0,23.0,25.0,2250,2070,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1490,1490,447
Mentor,IN_HOUSE,eur,month,199,,0,73.0,100.0,18000,13140,18000.0,1,0,1.0,pro,14925,199,0,3075,3383,0.0,0,18000,4860,1785,286
SEOschmiede,AGENCY,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,0,0,0
Dirk Schornstein Consulting,AGENCY,eur,month,89,,0,23.0,25.0,2250,2070,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,180,180,85
LeadsPlease,AGENCY,eur,month,89,,0,6.0,25.0,2250,540,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,1710,1710,812
Zooka,AGENCY,eur,month,400,,0,88.0,100.0,9000,7920,9000.0,4,0,12.0,growth,12935,199,0,0,0,0.0,0,12935,5015,5015,926
Searchable ,AGENCY,eur,month,199,,0,100.0,100.0,9000,9000,9000.0,2,0,2.0,growth,12935,199,0,0,0,0.0,0,12935,3935,3935,726
Hoxhunt,IN_HOUSE,eur,month,199,,0,89.0,100.0,9000,8010,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,6915,6915,1106
Airalo,IN_HOUSE,eur,month,89,,0,28.0,25.0,2520,2520,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1040,1040,312
Innova Energie,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Stryde,AGENCY,eur,month,199,,0,74.0,100.0,9000,6660,9000.0,1,0,1.0,growth,12935,199,0,0,0,0.0,0,12935,6275,6275,1158
Terratern,IN_HOUSE,eur,month,89,,0,4.0,25.0,2250,360,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3200,3200,960
dilate,AGENCY,eur,month,288,,0,120.0,125.0,11250,10800,11250.0,3,0,3.0,growth,12935,199,0,0,0,0.0,0,12935,2135,2135,394
Intrepid Digital ,AGENCY,eur,month,499,,0,102.0,500.0,45000,9180,45000.0,3,0,1.0,scale,37425,499,0,7575,8332,0.0,0,45000,35820,28245,4519
Balderton,IN_HOUSE,eur,month,89,,0,5.0,25.0,2250,450,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3110,3110,933
Frontegg,IN_HOUSE,usd,month,112,,0,25.0,25.0,3000,3000,3000.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,560,560,168
Settle,IN_HOUSE,usd,month,199,,0,58.0,100.0,9000,5220,9000.0,2,0,2.0,pro,14925,199,0,0,0,0.0,0,14925,9705,9705,1553
Marks Uhren ,IN_HOUSE,eur,month,89,,0,22.0,25.0,2250,1980,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1580,1580,474
liveconscious,IN_HOUSE,usd,month,89,,0,0.0,25.0,2250,0,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3560,3560,1068
Bare,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
shopify,IN_HOUSE,usd,month,89,,0,11.0,25.0,2250,990,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2570,2570,771
PFH,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Text In Church,IN_HOUSE,eur,year,77,919.0,0,8.0,25.0,2250,720,2250.0,1,0,1.0,starter,3560,890,0,0,0,0.0,0,3560,2840,2840,710
M+R,AGENCY,eur,month,199,,0,51.0,100.0,9000,4590,9000.0,2,0,2.0,growth,12935,199,0,0,0,0.0,0,12935,8345,8345,1541
agencia eleven,AGENCY,eur,month,560,,0,168.0,350.0,31500,15120,31500.0,5,0,5.0,scale,37425,499,0,0,0,0.0,0,37425,22305,22305,3569
Plakos,IN_HOUSE,eur,month,90,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Flexprice,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Prowly,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Yango - Ads,AGENCY,eur,month,288,,0,34.0,125.0,11250,3060,11250.0,2,0,2.0,growth,12935,199,0,0,0,0.0,0,12935,9875,9875,1823
GAME ON,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Spacedealer,AGENCY,eur,month,400,,0,90.0,200.0,18000,8100,18000.0,4,0,6.0,growth,12935,199,5065,0,0,0.0,0,18000,9900,9900,1828
Lunar Ventures,AGENCY,eur,month,89,,0,7.0,25.0,2250,630,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,1620,1620,769
Mobile Club,IN_HOUSE,eur,month,89,,0,22.0,25.0,2250,1980,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1580,1580,474
Metrohm,IN_HOUSE,eur,month,199,,0,99.0,100.0,9000,8910,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,6015,6015,962
Studiohawk,AGENCY,eur,month,750,,0,298.0,480.0,43200,26820,43200.0,15,2,,scale,37425,499,5775,0,0,0.0,0,43200,16380,16380,2621
Squarespace,IN_HOUSE,eur,month,199,,0,100.0,100.0,9000,9000,9000.0,1,1,1.0,pro,14925,199,0,0,0,0.0,0,14925,5925,5925,948
Bild,IN_HOUSE,eur,month,199,,0,94.0,100.0,24000,22560,24000.0,1,0,1.0,pro,14925,199,0,9075,9982,0.0,0,24000,1440,0,0
CAQ AG,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Eskimoz,AGENCY,eur,month,180,,0,65.0,85.0,13050,10890,13050.0,3,2,3.0,intro,2250,89,2301,8499,9349,0.0,0,13050,2160,0,0
Exodus,IN_HOUSE,eur,month,199,,0,31.0,100.0,9000,2790,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,12135,12135,1942
CLICKLIFT Online Marketing,AGENCY,eur,month,240,,0,83.0,100.0,9000,7470,9000.0,4,0,4.0,growth,12935,199,0,0,0,0.0,0,12935,5465,5465,1009
Edenly,IN_HOUSE,eur,month,89,,0,6.0,25.0,2250,540,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3020,3020,906
Discovery Institute,IN_HOUSE,usd,month,178,,0,15.0,50.0,4500,1350,4500.0,2,0,2.0,starter,3560,89,940,0,0,0.0,0,4500,3150,3150,945
Choco,IN_HOUSE,eur,month,299,,0,53.0,100.0,18000,9540,18000.0,1,0,1.0,pro,14925,199,3075,0,0,0.0,0,18000,8460,8460,1354
Civitatis ,IN_HOUSE,eur,month,199,,0,100.0,100.0,9000,9000,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,5925,5925,948
Sonnenpark Hotel GmbH & Co. KG,AGENCY,eur,month,89,,0,22.0,25.0,2250,1980,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,270,270,128
Cybay,AGENCY,eur,month,180,,0,41.0,50.0,4500,3690,4500.0,2,0,2.0,intro,2250,89,2250,0,0,0.0,0,4500,810,810,384
Property Inspect,IN_HOUSE,eur,month,89,,0,11.0,25.0,2250,990,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2570,2570,771
Eden Data,IN_HOUSE,eur,month,138,,0,4.0,25.0,3750,600,3750.0,1,0,1.0,starter,3560,89,190,0,0,0.0,0,3750,3150,3150,945
Lenny Financial,IN_HOUSE,eur,month,89,,0,22.0,25.0,2250,1980,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1580,1580,474
Proactive Media GmbH,AGENCY,eur,month,178,,0,33.0,50.0,4500,2970,4500.0,2,0,2.0,intro,2250,89,2250,0,0,0.0,0,4500,1530,1530,726
Embeddable,IN_HOUSE,eur,month,89,,0,24.0,25.0,2250,2160,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1400,1400,420
Boost Money,IN_HOUSE,usd,month,89,,0,7.0,25.0,2250,630,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2930,2930,879
Lebensraum Holz,IN_HOUSE,eur,month,89,,0,7.0,25.0,2250,630,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2930,2930,879
get traction GmbH,AGENCY,eur,month,278,,0,63.0,100.0,15000,9450,15000.0,1,0,1.0,growth,12935,199,2065,0,0,0.0,0,15000,5550,5550,1025
Growth Plays,AGENCY,eur,month,2233,,2,1199.0,1575.0,237000,182670,237000.0,17,2,15.0,scale,37425,499,130069,69506,76457,0.0,0,237000,54330,0,0
Supio,IN_HOUSE,usd,month,89,,0,13.0,25.0,2250,1170,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2390,2390,717
Global Board Institute,IN_HOUSE,eur,month,89,,0,18.0,25.0,2250,1620,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1940,1940,582
MADGE GmbH,AGENCY,eur,month,89,,0,9.0,25.0,2250,810,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,1440,1440,684
Inbound Scope,AGENCY,eur,month,89,,0,21.0,25.0,2250,1890,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,360,360,171
Jeremy Gardiner,AGENCY,eur,month,89,,0,10.0,25.0,2250,900,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,1350,1350,641
Feroot,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
rlvnt,AGENCY,eur,month,989,,0,25.0,25.0,2250,2250,2250.0,1,0,5.0,scale,37425,499,0,0,0,0.0,0,37425,35175,35175,5628
Digitas GmbH,AGENCY,eur,month,499,,0,250.0,300.0,27000,22500,27000.0,8,0,,scale,37425,499,0,0,0,0.0,0,37425,14925,14925,2388
Elaine Kuckertz,AGENCY,usd,month,89,,0,5.0,25.0,2250,450,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,1800,1800,854
web-netz GmbH,AGENCY,eur,month,248,,0,81.0,100.0,12000,9720,12000.0,1,0,1.0,growth,12935,199,0,0,0,0.0,0,12935,3215,3215,594
Kulturwerke Deutschland,IN_HOUSE,eur,month,199,,0,94.0,100.0,9000,8460,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,6465,6465,1034
Sitemark,IN_HOUSE,eur,month,89,,0,5.0,25.0,2250,450,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3110,3110,933
move-elevator,AGENCY,eur,month,180,,0,103.0,110.0,9900,9270,9900.0,3,3,3.0,intro,2250,89,2301,5349,5884,0.0,0,9900,630,0,0
CJ SEO Consultancy,AGENCY,eur,month,199,,0,50.0,60.0,5400,4500,5400.0,3,0,5.0,growth,12935,199,0,0,0,0.0,0,12935,8435,8435,1557
City Experiences,IN_HOUSE,eur,month,199,,0,100.0,100.0,9000,9000,9000.0,2,0,2.0,pro,14925,199,0,0,0,0.0,0,14925,5925,5925,948
Fluents,IN_HOUSE,eur,month,89,,0,23.0,25.0,2250,2070,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1490,1490,447
Foxglove,AGENCY,eur,month,89,,0,11.0,25.0,2250,990,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,1260,1260,598
HawkSEM,AGENCY,eur,month,178,,0,14.0,25.0,2250,1260,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,990,990,470
Ably,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Gigs,IN_HOUSE,eur,month,89,,0,8.0,25.0,2250,720,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2840,2840,852
andweekly,AGENCY,eur,month,89,,0,11.0,25.0,2250,990,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,1260,1260,598
DbVisualizer,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Apohem,IN_HOUSE,eur,month,89,,0,9.0,25.0,2250,810,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2750,2750,825
Gioielli di Valenza,AGENCY,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,0,0,0
Daffy,IN_HOUSE,usd,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
BotRank.ai,IN_HOUSE,eur,month,89,,0,4.0,25.0,2250,360,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3200,3200,960
Getfluence,AGENCY,eur,month,90,,0,25.0,25.0,2250,2250,2250.0,1,1,1.0,intro,2250,89,0,0,0,0.0,0,2250,0,0,0
Digitale Konsorten,AGENCY,eur,month,279,,0,112.0,120.0,14400,13470,14400.0,9,0,7.0,growth,12935,199,1465,0,0,0.0,0,14400,930,930,172
gotoitcareer,IN_HOUSE,eur,month,89,,0,17.0,25.0,2250,1530,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2030,2030,609
10Web,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Simpplistic,AGENCY,usd,month,534,,0,102.0,150.0,13500,9180,13500.0,6,0,6.0,scale,37425,499,0,0,0,0.0,0,37425,28245,28245,4519
Arizona College of Nursing,IN_HOUSE,eur,month,199,,0,27.0,100.0,9000,2430,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,12495,12495,1999
ScaleVisible,AGENCY,usd,month,267,,0,66.0,75.0,6750,5940,6750.0,3,0,3.0,growth,12935,199,0,0,0,0.0,0,12935,6995,6995,1291
Saxo,IN_HOUSE,eur,month,499,,0,249.0,300.0,27000,22410,27000.0,1,1,1.0,enterprise,49900,499,0,0,0,0.0,0,49900,27490,27490,3299
netzstrategen GmbH,AGENCY,eur,month,199,,0,100.0,100.0,9000,9000,9000.0,1,1,1.0,growth,12935,199,0,0,0,0.0,0,12935,3935,3935,726
XBert,IN_HOUSE,eur,month,89,,0,21.0,25.0,2250,1890,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1670,1670,501
AKQA,AGENCY,eur,month,498,,0,31.0,200.0,18000,2790,18000.0,2,0,3.0,growth,12935,199,5065,0,0,0.0,0,18000,15210,15210,2808
Racing Post,IN_HOUSE,eur,month,199,,0,35.0,100.0,9000,3150,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,11775,11775,1884
Linktree,IN_HOUSE,eur,month,89,,0,23.0,25.0,2250,2070,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1490,1490,447
Sticker Mule,IN_HOUSE,eur,month,199,,0,33.0,100.0,9000,2970,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,11955,11955,1913
Morgen,IN_HOUSE,eur,month,199,,0,44.0,100.0,9000,3960,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,10965,10965,1754
IMPACT Commerce,AGENCY,eur,month,89,,0,20.0,25.0,2250,1800,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,450,450,214
Evergy,IN_HOUSE,eur,month,89,,0,12.0,25.0,2250,1080,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2480,2480,744
All Trades Cover,IN_HOUSE,eur,month,199,,0,25.0,50.0,4500,2250,4500.0,1,0,2.0,pro,14925,199,0,0,0,0.0,0,14925,12675,12675,2028
Multi Platform Content,AGENCY,eur,month,199,,0,59.0,100.0,9000,5310,9000.0,1,0,1.0,growth,12935,199,0,0,0,0.0,0,12935,7625,7625,1408
LEVEL,AGENCY,eur,month,90,,0,10.0,25.0,2250,900,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,1350,1350,641
bexio,IN_HOUSE,eur,month,89,,0,21.0,25.0,2250,1890,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1670,1670,501
saas.group,AGENCY,eur,month,330,,0,136.0,165.0,14850,12240,14850.0,11,10,11.0,growth,12935,199,1915,0,0,0.0,0,14850,2610,2610,482
DomiSearch,AGENCY,eur,month,199,,0,5.0,25.0,2250,450,2250.0,1,0,1.0,growth,12935,199,0,0,0,0.0,0,12935,12485,12485,2305
iwoca,IN_HOUSE,eur,month,335,,0,49.0,50.0,8250,8010,8250.0,2,0,2.0,pro,14925,199,0,0,0,0.0,0,14925,6915,6915,1106
Curogram,IN_HOUSE,eur,month,89,,0,22.0,25.0,2250,1980,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1580,1580,474
HeyJobs,IN_HOUSE,eur,month,199,,0,43.0,100.0,9000,3870,9000.0,1,1,1.0,pro,14925,199,0,0,0,0.0,0,14925,11055,11055,1769
HomeToGo,IN_HOUSE,eur,month,260,,0,195.0,200.0,18000,17550,18000.0,1,1,1.0,pro,14925,199,3075,0,0,0.0,0,18000,450,450,72
Glide,IN_HOUSE,eur,month,138,,0,128.0,380.0,99300,32580,99300.0,3,1,1.0,starter,3560,89,1960,93780,103158,0.0,0,99300,66720,0,0
Clay Global,IN_HOUSE,eur,month,89,,0,20.0,25.0,2250,1800,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1760,1760,528
SMM Deal Finder,IN_HOUSE,eur,month,89,,0,5.0,25.0,2250,450,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3110,3110,933
MarvelXai,IN_HOUSE,eur,month,89,,0,5.0,25.0,2250,450,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3110,3110,933
TLDR,AGENCY,eur,month,199,,0,5.0,100.0,9000,450,9000.0,1,0,1.0,growth,12935,199,0,0,0,0.0,0,12935,12485,12485,2305
Superchat,IN_HOUSE,eur,month,199,,0,92.0,100.0,9000,8280,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,6645,6645,1063
ALLESPRACHEN,IN_HOUSE,eur,month,199,,0,50.0,100.0,9000,4500,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,10425,10425,1668
Seobuddha GmbH,AGENCY,eur,month,400,,0,72.0,125.0,11250,6480,11250.0,5,0,12.0,growth,12935,199,0,0,0,0.0,0,12935,6455,6455,1192
Anga,AGENCY,eur,month,499,,0,180.0,275.0,24750,16200,24750.0,5,0,6.0,growth,12935,199,11815,0,0,0.0,0,24750,8550,8550,1578
Steiner,IN_HOUSE,eur,month,199,,0,93.0,100.0,9000,8370,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,6555,6555,1049
Zero,IN_HOUSE,eur,month,89,,0,19.0,25.0,2250,1710,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1850,1850,555
No Bad Days,AGENCY,eur,month,288,,0,15.0,125.0,10500,1200,10500.0,2,2,2.0,growth,12935,199,0,0,0,0.0,0,12935,11735,11735,2166
orgavision,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
owlaw,IN_HOUSE,eur,month,89,,0,18.0,25.0,2250,1620,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1940,1940,582
Tchibo,IN_HOUSE,eur,month,199,,0,60.0,100.0,9000,5400,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,9525,9525,1524
CIPHR,IN_HOUSE,eur,year,77,919.0,0,13.0,25.0,2250,1170,2250.0,1,0,1.0,starter,3560,890,0,0,0,0.0,0,3560,2390,2390,598
Spiegel,IN_HOUSE,eur,year,169,2029.0,0,69.0,100.0,9000,6210,9000.0,1,0,1.0,pro,14925,1990,0,0,0,0.0,0,14925,8715,8715,1162
Steremat,IN_HOUSE,eur,year,120,1440.0,0,30.0,30.0,2700,2700,2700.0,1,1,1.0,starter,3560,890,0,0,0,0.0,0,3560,860,860,215
hr works,IN_HOUSE,eur,month,199,,0,89.0,100.0,9000,8010,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,6915,6915,1106
RaiseLaunch,IN_HOUSE,usd,month,89,,0,5.0,25.0,2250,450,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3110,3110,933
Growth X,AGENCY,usd,month,89,,0,20.0,25.0,2250,1800,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,450,450,214
Exsitec,AGENCY,eur,month,90,,0,20.0,25.0,2250,1800,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,450,450,214
ecosio,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
vialytics GmbH,IN_HOUSE,eur,year,77,919.0,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,890,0,0,0,0.0,0,3560,1310,1310,328
Mercari,IN_HOUSE,usd,month,89,,0,6.0,25.0,2250,540,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,3020,3020,906
Enyma,AGENCY,eur,month,90,,0,21.0,25.0,2250,1890,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,360,360,171
Semotion GmbH,AGENCY,eur,month,89,,0,9.0,25.0,2250,810,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,1440,1440,684
Hark,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Kiterocket ,AGENCY,usd,month,89,,0,24.0,25.0,2250,2160,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,90,90,43
Overlap,AGENCY,eur,month,89,,0,50.0,50.0,4500,4500,4500.0,2,0,1.0,intro,2250,89,0,2250,2475,0.0,0,4500,0,0,0
Tervene,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,1310,1310,393
Remedico,IN_HOUSE,eur,month,89,,0,13.0,25.0,2250,1170,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2390,2390,717
digitalagenten,AGENCY,eur,month,89,,0,7.0,25.0,2250,630,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,1620,1620,769
Aaltra,IN_HOUSE,eur,month,89,,0,16.0,25.0,2250,1440,2250.0,1,0,1.0,starter,3560,89,0,0,0,0.0,0,3560,2120,2120,636
Forward Progress,AGENCY,eur,month,189,,0,12.0,25.0,4500,2160,4500.0,1,1,1.0,intro,2250,89,2250,0,0,0.0,0,4500,2340,2340,1111
Woww,AGENCY,eur,month,199,,0,79.0,100.0,9000,7110,9000.0,2,0,2.0,growth,12935,199,0,0,0,0.0,0,12935,5825,5825,1075
Drake Cooper,AGENCY,usd,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,0,0,0
Eduki,IN_HOUSE,eur,month,199,,0,25.0,100.0,9000,2250,9000.0,1,0,1.0,pro,14925,199,0,0,0,0.0,0,14925,12675,12675,2028
Rocket X,AGENCY,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,intro,2250,89,0,0,0,0.0,0,2250,0,0,0
